,Code,Name,Country,Exchange,Currency,Type,Isin
825,ADOM,ADOMANI Inc,USA,OTCQB,USD,Common Stock,US00726A1007
826,ADOOY,PT Adaro Energy Tbk,USA,PINK,USD,Common Stock,
828,ADP,Automatic Data Processing Inc,USA,NASDAQ,USD,Common Stock,US0530151036
831,ADPPF,Adler Group S.A,USA,OTCGREY,USD,Common Stock,
832,ADPT,Adaptive Biotechnologies Corporation,USA,NASDAQ,USD,Common Stock,US00650F1093
833,ADPXY,Audio Pixels Holdings Limited,USA,PINK,USD,Common Stock,
834,ADRA-U,ADRA-U,USA,NYSE MKT,USD,Common Stock,
835,ADRA-WS,ADRA-WS,USA,NYSE MKT,USD,Common Stock,
837,ADRLF,Adavale Resources Limited,USA,PINK,USD,Common Stock,
838,ADRNY,Koninklijke Ahold Delhaize N.V,USA,OTCQX,USD,Common Stock,US5004675014
841,ADRZF,Andritz AG,USA,PINK,USD,Common Stock,
842,ADRZY,Andritz AG,USA,PINK,USD,Common Stock,
843,ADS,Alliance Data Systems Corporation,USA,NYSE,USD,Common Stock,US0185811082
844,ADSGF,adesso SE,USA,PINK,USD,Common Stock,
846,ADSK,Autodesk Inc,USA,NASDAQ,USD,Common Stock,US0527691069
848,ADST,Adstar Inc,USA,OTCCE,USD,Common Stock,US00737P1049
849,ADSV,Allied Security Innovations Inc,USA,PINK,USD,Common Stock,
850,ADT,ADT Inc,USA,NYSE,USD,Common Stock,US00090Q1031
851,ADTC,Advanced Deposition Technologies Inc,USA,OTCCE,USD,Common Stock,US0075211070
852,ADTFF,iMetal Resources Inc,USA,PINK,USD,Common Stock,
853,ADTLF,ADTLF,USA,PINK,USD,Common Stock,
854,ADTM,Adaptive Medias Inc,USA,PINK,USD,Common Stock,US00652J2087
855,ADTN,ADTRAN Inc,USA,NASDAQ,USD,Common Stock,US00738A1060
856,ADTR,Alliance Media Holdings Inc,USA,PINK,USD,Common Stock,
857,ADTTF,Advantest Corporation,USA,PINK,USD,Common Stock,
858,ADTX,Aditxt Inc,USA,NASDAQ,USD,Common Stock,US0070251097
859,ADTY,Adtegrity.com International Inc,USA,PINK,USD,Common Stock,
860,ADUS,Addus HomeCare Corporation,USA,NASDAQ,USD,Common Stock,US0067391062
861,ADV,Advantage Solutions Inc,USA,NASDAQ,USD,Common Stock,US00791N1028
862,ADVC,Advant-e Corp,USA,PINK,USD,Common Stock,
869,ADVM,Adverum Biotechnologies Inc,USA,NASDAQ,USD,Common Stock,US00773U1088
872,ADVOF,ADVA Optical Networking SE,USA,PINK,USD,Common Stock,
874,ADVT,Advantis Corp,USA,OTCCE,USD,Common Stock,US00755M6030
875,ADVV,Adveco Group Inc,USA,PINK,USD,Common Stock,
876,ADVWW,Advantage Solutions Inc,USA,NASDAQ,USD,Common Stock,
878,ADVZF,Adventus Mining Corporation,USA,OTCQX,USD,Common Stock,
879,ADWPF,Andrew Peller Limited,USA,PINK,USD,Common Stock,
881,ADXDF,Adex Mining Inc,USA,OTCGREY,USD,Common Stock,
882,ADXN,Addex Therapeutics Ltd,USA,NASDAQ,USD,Common Stock,US00654J1079
883,ADXRF,ADX Energy Ltd,USA,PINK,USD,Common Stock,
884,ADXS,Advaxis Inc,USA,NASDAQ,USD,Common Stock,US0076243072
885,ADYEY,Adyen N.V,USA,PINK,USD,Common Stock,
887,ADYX,Adynxx Inc,USA,PINK,USD,Common Stock,US00784D1037
888,ADYYF,Adyen N.V,USA,PINK,USD,Common Stock,
890,ADZZF,Advance Residence Investment Corporation,USA,OTCGREY,USD,Common Stock,
891,AE,Adams Resources & Energy Inc,USA,NYSE MKT,USD,Common Stock,US0063513081
892,AEAC,Authentic Equity Acquisition Corp,USA,NASDAQ,USD,Common Stock,
893,AEACU,Authentic Equity Acquisition Corp,USA,NASDAQ,USD,Common Stock,
894,AEACW,Authentic Equity Acquisition Corp,USA,NASDAQ,USD,Common Stock,
896,AEB,Aegon N.V. PERP CAP FLTG RT,USA,NYSE,USD,Common Stock,NL0000062438
897,AEBZY,Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi,USA,PINK,USD,Common Stock,US0325232017
898,AECFF,Action Energy Inc,USA,PINK,USD,Common Stock,
907,AEDC,American Energy Development Corp,USA,OTCCE,USD,Common Stock,
909,AEDFF,Aedifica SA,USA,OTCGREY,USD,Common Stock,
921,AEE,Ameren Corporation,USA,NYSE,USD,Common Stock,US0236081024
922,AEEI,American Environmental Energy Inc,USA,PINK,USD,Common Stock,
924,AEEX,Asia Equity Exchange Group Inc,USA,PINK,USD,Common Stock,
925,AEF,Aberdeen Emerging Markets Equity Income Fund Inc,USA,NYSE MKT,USD,Common Stock,US00301W1053
926,AEFC,AEFC,USA,NYSE,USD,Common Stock,
928,AEG,Aegon N.V,USA,NYSE,USD,Common Stock,US0079241032
930,AEGG,The American Energy Group Ltd,USA,PINK,USD,Common Stock,
932,AEGN,Aegion Corporation,USA,NASDAQ,USD,Common Stock,US00770F1049
933,AEGOF,Aegon N.V,USA,PINK,USD,Common Stock,
935,AEGXF,Aecon Group Inc,USA,PINK,USD,Common Stock,
936,AEGY,Alternative Energy Partners Inc,USA,OTCCE,USD,Common Stock,US02152E2000
938,AEHL,Antelope Enterprise Holdings Limited,USA,NASDAQ,USD,Common Stock,VGG041JN1065
939,AEHR,Aehr Test Systems,USA,NASDAQ,USD,Common Stock,US00760J1088
940,AEI,Alset EHome International Inc,USA,NASDAQ,USD,Common Stock,
942,AEIS,Advanced Energy Industries Inc,USA,NASDAQ,USD,Common Stock,US0079731008
946,AEL,American Equity Investment Life Holding Company,USA,NYSE,USD,Common Stock,US0256762065
947,AEL-PA,American Equity Investment Life Holding Company,USA,NYSE,USD,Common Stock,
948,AEL-PB,American Equity Investment Life Holding Company,USA,NASDAQ,USD,Common Stock,
950,AELTF,Adacel Technologies Limited,USA,PINK,USD,Common Stock,
951,AEM,Agnico Eagle Mines Limited,USA,NYSE,USD,Common Stock,CA0084741085
953,AEMC,Archer Entertainment Media Communications Inc,USA,PINK,USD,Common Stock,
954,AEMD,Aethlon Medical Inc,USA,NASDAQ,USD,Common Stock,US00808Y3071
956,AEMMF,A2A S.p.A,USA,OTCGREY,USD,Common Stock,
958,AEMMY,A2A S.p.A,USA,PINK,USD,Common Stock,
965,AENG,Advanced Engine Technologies Inc,USA,OTCCE,USD,Common Stock,US00758C1071
966,AENZ,Aenza S.A.A,USA,NYSE,USD,Common Stock,
967,AEO,American Eagle Outfitters Inc,USA,NYSE,USD,Common Stock,US02553E1064
968,AEOJF,AEON Financial Service Co. Ltd,USA,OTCGREY,USD,Common Stock,
969,AEOMF,Aeon Metals Limited,USA,OTCGREY,USD,Common Stock,
970,AEOXF,Aeroports de Paris SA,USA,PINK,USD,Common Stock,
971,AEP,American Electric Power Company Inc,USA,NASDAQ,USD,Common Stock,US0255371017
975,AEPLF,Anglo-Eastern Plantations Plc,USA,PINK,USD,Common Stock,
976,AEPPL,American Electric Power Company Inc. Corporate Unit,USA,NASDAQ,USD,Common Stock,US0255371272
977,AEPPZ,American Electric Power Company Inc,USA,NASDAQ,USD,Common Stock,US02557T3077
978,AEPT,American Energy Partners Inc,USA,PINK,USD,Common Stock,
979,AER,AerCap Holdings N.V,USA,NYSE,USD,Common Stock,NL0000687663
980,AERG,Applied Energetics Inc,USA,OTCQB,USD,Common Stock,US03819M1062
981,AERI,Aerie Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US00771V1089
983,AERN,AER Energy Resources Inc,USA,OTCCE,USD,Common Stock,US0009441082
984,AERS,Aerius International Inc,USA,PINK,USD,Common Stock,US0076921065
985,AES,The AES Corporation,USA,NYSE,USD,Common Stock,US00130H1059
986,AESC,The AES Corporation,USA,NYSE,USD,Common Stock,
987,AESE,Allied Esports Entertainment Inc,USA,NASDAQ,USD,Common Stock,US0191701095
988,AESEW,Allied Esports Entertainment Inc,USA,PINK,USD,Common Stock,
989,AESO,Atlantic Energy Solutions Inc,USA,PINK,USD,Common Stock,
991,AETLF,Aeris Environmental Ltd,USA,OTCGREY,USD,Common Stock,
992,AETUF,ARC Resources Ltd,USA,PINK,USD,Common Stock,US0019861089
995,AEVA,Aeva Technologies Inc,USA,NYSE,USD,Common Stock,
996,AEVA-WS,AEVA-WS,USA,NYSE,USD,Common Stock,
997,AEVA-WT,Aeva Technologies Inc. Wt,USA,NYSE,USD,Common Stock,
998,AEXAF,Atos SE,USA,PINK,USD,Common Stock,
999,AEXAY,Atos SE,USA,PINK,USD,Common Stock,
1001,AEXE,Aim Exploration Inc,USA,PINK,USD,Common Stock,
1002,AEXFF,Aminex PLC,USA,PINK,USD,Common Stock,
1003,AEY,ADDvantage Technologies Group Inc,USA,NASDAQ,USD,Common Stock,US0067433062
1006,AEYE,AudioEye Inc,USA,NASDAQ,USD,Common Stock,US0507342014
1012,AEZS,Aeterna Zentaris Inc,USA,NASDAQ,USD,Common Stock,CA0079754028
1015,AFAP,AFA Protective Systems Inc,USA,PINK,USD,Common Stock,US0010381087
1016,AFAQ,AF Acquisition Corp,USA,NASDAQ,USD,Common Stock,
1017,AFAQU,AF Acquisition Corp,USA,NASDAQ,USD,Common Stock,
1018,AFAQW,AF Acquisition Corp,USA,NASDAQ,USD,Common Stock,
1023,AFBA,Allied First Bancorp Inc,USA,PINK,USD,Common Stock,US0192041061
1024,AFBG,American Fiber Green Products Inc,USA,PINK,USD,Common Stock,
1025,AFBI,Affinity Bancshares Inc,USA,NASDAQ,USD,Common Stock,
1027,AFBOF,African Rainbow Minerals Limited,USA,PINK,USD,Common Stock,
1029,AFCG,AFC Gamma Inc,USA,NASDAQ,USD,Common Stock,
1032,AFCJF,AFC Ajax NV,USA,OTCGREY,USD,Common Stock,
1033,AFCL,Amcor Financial Corporation,USA,OTCGREY,USD,Common Stock,
1043,AFDG,African Discovery Group Inc,USA,PINK,USD,Common Stock,
1054,AFFL,Affiliated Resources Corp,USA,PINK,USD,Common Stock,
1056,AFFN,Affinity Networks Inc,USA,PINK,USD,Common Stock,
1057,AFFS,AmTrust Financial Services Inc,USA,OTCMKTS,USD,Common Stock,
1059,AFFU,Affluence Corporation,USA,PINK,USD,Common Stock,
1061,AFFY,Affymax Inc,USA,PINK,USD,Common Stock,US00826A1097
1062,AFG,American Financial Group Inc,USA,NYSE,USD,Common Stock,US0259321042
1063,AFGB,American Financial Group Inc,USA,NYSE,USD,Common Stock,US0259328070
1064,AFGC,American Financial Group Inc,USA,NYSE,USD,Common Stock,US0259328807
1065,AFGD,American Financial Group Inc,USA,NYSE,USD,Common Stock,US0259328724
1066,AFGE,American Financial Group Inc,USA,NYSE,USD,Common Stock,US0259326090
1071,AFGVY,Agfa-Gevaert NV,USA,PINK,USD,Common Stock,
1073,AFGYF,AFC Energy plc,USA,PINK,USD,Common Stock,
1075,AFHBL,Atlas Financial Holdings Inc,USA,PINK,USD,Common Stock,US0493231080
1076,AFHIF,Atlas Financial Holdings Inc,USA,PINK,USD,Common Stock,
1077,AFI,Armstrong Flooring Inc,USA,NYSE,USD,Common Stock,US04238R1068
1078,AFIB,Acutus Medical Inc,USA,NASDAQ,USD,Common Stock,US0051111096
1082,AFIN,American Finance Trust Inc,USA,NASDAQ,USD,Common Stock,US02607T1097
1083,AFINO,American Finance Trust Inc,USA,NASDAQ,USD,Common Stock,
1084,AFINP,American Finance Trust Inc,USA,NASDAQ,USD,Common Stock,US02607T4067
1085,AFIPA,AMFI Corp,USA,PINK,USD,Common Stock,
1089,AFL,Aflac Incorporated,USA,NYSE,USD,Common Stock,US0010551028
1095,AFLYY,Air France-KLM SA,USA,PINK,USD,Common Stock,US0091191082
1099,AFMD,Affimed N.V,USA,NASDAQ,USD,Common Stock,NL0010872420
1101,AFMJF,Alphamin Resources Corp,USA,PINK,USD,Common Stock,
1102,AFML,Aerofoam Metals Inc,USA,PINK,USD,Common Stock,
1106,AFNL,AmFin Financial Corporation,USA,PINK,USD,Common Stock,
1110,AFOM,All For One Media Corp,USA,PINK,USD,Common Stock,
1112,AFOVF,Australian Foundation Investment Company Limited,USA,OTCGREY,USD,Common Stock,
1118,AFPW,AlumiFuel Power Corporation,USA,PINK,USD,Common Stock,US0222013056
1120,AFRAF,Air France-KLM SA,USA,PINK,USD,Common Stock,
1125,AFRM,Affirm Holdings Inc,USA,NASDAQ,USD,Common Stock,US00827B1061
1126,AFRMF,Alphaform AG,USA,PINK,USD,Common Stock,
1129,AFSIA,AmTrust Financial Services Inc,USA,PINK,USD,Common Stock,
1130,AFSIB,AmTrust Financial Services Inc,USA,PINK,USD,Common Stock,
1131,AFSIC,AmTrust Financial Services Inc,USA,PINK,USD,Common Stock,
1132,AFSIM,AmTrust Financial Services Inc,USA,PINK,USD,Common Stock,
1133,AFSIN,AmTrust Financial Services Inc ADR Series F,USA,PINK,USD,Common Stock,
1134,AFSIP,AmTrust Financial Services Inc,USA,PINK,USD,Common Stock,
1137,AFTC,Alternative Fuel Technologies Inc,USA,PINK,USD,Common Stock,US0260383072
1140,AFTM,AfterMaster Inc,USA,PINK,USD,Common Stock,US00831X1028
1141,AFTPF,Afterpay Limited,USA,PINK,USD,Common Stock,
1142,AFTPY,Afterpay Limited,USA,PINK,USD,Common Stock,
1143,AFTR-U,AFTR-U,USA,NYSE,USD,Common Stock,
1144,AFTTF,AfriTin Mining Limited,USA,PINK,USD,Common Stock,
1149,AFYA,Afya Limited,USA,NASDAQ,USD,Common Stock,KYG011251066
1152,AFYG,Affinity Gold Corporation,USA,PINK,USD,Common Stock,
1153,AG,First Majestic Silver Corp,USA,NYSE,USD,Common Stock,CA32076V1031
1154,AGAC,African Gold Acquisition Corporation,USA,NYSE,USD,Common Stock,
1155,AGAC-U,AGAC-U,USA,NYSE,USD,Common Stock,
1156,AGAC-WS,AGAC-WS,USA,NYSE,USD,Common Stock,
1163,AGAUF,Arizona Gold Corp,USA,OTCQB,USD,Common Stock,
1166,AGBA,AGBA Acquisition Limited,USA,NASDAQ,USD,Common Stock,VGG0120M1095
1167,AGBAR,AGBA Acquisition Limited,USA,NASDAQ,USD,Common Stock,
1168,AGBAU,AGBA Acquisition Limited,USA,NASDAQ,USD,Common Stock,VGG0120M1335
1169,AGBAW,AGBA Acquisition Limited,USA,NASDAQ,USD,Common Stock,
1179,AGC,Altimeter Growth Corp,USA,NASDAQ,USD,Common Stock,
1181,AGCB,Altimeter Growth Corp. 2,USA,NYSE,USD,Common Stock,
1182,AGCBF,Amarillo Gold Corporation,USA,OTCQB,USD,Common Stock,
1183,AGCCF,Gensource Potash Corporation,USA,OTCGREY,USD,Common Stock,
1187,AGCO,AGCO Corporation,USA,NYSE,USD,Common Stock,US0010841023
1190,AGCUU,Altimeter Growth Corp,USA,NASDAQ,USD,Common Stock,KYG0370L1243
1192,AGCWW,Altimeter Growth Corp,USA,NASDAQ,USD,Common Stock,
1195,AGCZ,Andes Gold Corporation,USA,PINK,USD,Common Stock,US0341972026
1202,AGDXF,Antioquia Gold Inc,USA,PINK,USD,Common Stock,
1203,AGDY,Agri Dynamics Inc,USA,PINK,USD,Common Stock,US0084952029
1206,AGE,AgeX Therapeutics Inc,USA,NYSE MKT,USD,Common Stock,US00848H1086
1210,AGEN,Agenus Inc,USA,NASDAQ,USD,Common Stock,US00847G7051
1212,AGESF,ageas SA/NV,USA,OTCGREY,USD,Common Stock,
1213,AGESY,ageas SA/NV,USA,PINK,USD,Common Stock,US00844W2089
1215,AGFAF,AgraFlora Organics International Inc,USA,PINK,USD,Common Stock,
1221,AGFMF,AGF Management Limited,USA,PINK,USD,Common Stock,
1223,AGFS,AgroFresh Solutions Inc,USA,NASDAQ,USD,Common Stock,US00856G1094
1225,AGFY,Agrify Corporation,USA,NASDAQ,USD,Common Stock,
1230,AGGFF,African Gold Group Inc,USA,PINK,USD,Common Stock,
1232,AGGG,Antilia Group Corp,USA,OTCCE,USD,Common Stock,
1233,AGGHF,Agrios Global Holdings Ltd,USA,PINK,USD,Common Stock,
1234,AGGI,Allied Energy Inc,USA,PINK,USD,Common Stock,
1236,AGGKY,Aggreko Plc,USA,OTCGREY,USD,Common Stock,
1237,AGGL,AgTech Global International Inc,USA,PINK,USD,Common Stock,
1239,AGGR,Agile Growth Corp,USA,NASDAQ,USD,Common Stock,
1240,AGGRU,Agile Growth Corp,USA,NASDAQ,USD,Common Stock,
1241,AGGRW,Agile Growth Corp,USA,NASDAQ,USD,Common Stock,
1244,AGGX,Angiogenex Inc ,USA,PINK,USD,Common Stock,
1248,AGGZF,Ag Growth International Inc,USA,PINK,USD,Common Stock,CA0011811068
1249,AGHC,Aeon Global Health Corp,USA,PINK,USD,Common Stock,
1251,AGI,Alamos Gold Inc,USA,NYSE,USD,Common Stock,CA0115321089
1255,AGIN,American Graphite Technologies Inc,USA,PINK,USD,Common Stock,US02640K1079
1256,AGIO,Agios Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US00847X1046
1261,AGL,agilon health inc,USA,NYSE,USD,Common Stock,
1262,AGLAF,Aguila American Gold Limited,USA,OTCQB,USD,Common Stock,
1264,AGLDF,Austral Gold Limited,USA,PINK,USD,Common Stock,
1265,AGLE,Aeglea BioTherapeutics Inc,USA,NASDAQ,USD,Common Stock,US00773J1034
1266,AGLNF,AGL Energy Limited,USA,PINK,USD,Common Stock,
1268,AGLT,Angel Telecom AG,USA,PINK,USD,Common Stock,
1269,AGLXY,AGL Energy Limited,USA,PINK,USD,Common Stock,
1271,AGM,Federal Agricultural Mortgage Corporation,USA,NYSE,USD,Common Stock,US3131483063
1272,AGM-A,Federal Agricultural Mortgage Corporation,USA,NYSE,USD,Common Stock,US3131481083
1273,AGM-P-G,AGM-P-G,USA,NYSE,USD,Common Stock,
1274,AGM-PC,Federal Agricultural Mortgage Corporation,USA,NYSE,USD,Preferred Share,
1275,AGM-PD,Federal Agricultural Mortgage Corporation,USA,NYSE,USD,Preferred Share,
1276,AGM-PE,Federal Agricultural Mortgage Corporation,USA,US,USD,Common Stock,
1277,AGM-PF,Federal Agricultural Mortgage Corporation,USA,NYSE,USD,Common Stock,
1278,AGM-PG,Federal Agricultural Mortgage Corporation,USA,NYSE,USD,Common Stock,
1279,AGMH,AGM Group Holdings Inc,USA,NASDAQ,USD,Common Stock,VGG0132V1058
1281,AGMJF,Algoma Central Corporation,USA,PINK,USD,Common Stock,
1284,AGNC,AGNC Investment Corp,USA,NASDAQ,USD,Common Stock,US00123Q1040
1285,AGNCM,AGNC Investment Corp,USA,NASDAQ,USD,Common Stock,
1286,AGNCN,AGNC Investment Corp,USA,NASDAQ,USD,Common Stock,US00123Q5009
1287,AGNCO,AGNC Investment Corp,USA,NASDAQ,USD,Common Stock,
1289,AGNMF,Agronomics Limited,USA,PINK,USD,Common Stock,
1290,AGNPF,Algernon Pharmaceuticals Inc,USA,OTCQB,USD,Common Stock,
1291,AGNY,Agavenny Corporation,USA,PINK,USD,Common Stock,
1292,AGO,Assured Guaranty Ltd,USA,NYSE,USD,Common Stock,BMG0585R1060
1293,AGO-PE,Assured Guaranty Municipal Holdings Inc. NT 6.25%  2102,USA,NYSE,USD,Preferred Share,
1294,AGO-PF,Assured Guaranty Municipal Holdings Inc. NT 5.60% 2103,USA,NYSE,USD,Preferred Share,
1295,AGOAF,Abengoa S.A,USA,PINK,USD,Common Stock,
1298,AGOL,Andina Gold Corp,USA,OTCQB,USD,Common Stock,
1304,AGPIF,Anglo Pacific Group plc,USA,PINK,USD,Common Stock,
1306,AGPL,Apple Green Holding Inc,USA,PINK,USD,Common Stock,
1307,AGPPF,Anglo American Platinum Limited,USA,PINK,USD,Common Stock,
1309,AGPXX,Short-Term Investment Trust - Invesco Government & Agency Portfolio,USA,NMFQS,USD,Common Stock,
1310,AGPYF,Agile Group Holdings Limited,USA,PINK,USD,Common Stock,
1311,AGPYY,Agile Group Holdings Limited,USA,PINK,USD,Common Stock,
1314,AGQPF,AGQPF,USA,PINK,USD,Common Stock,
1317,AGR,Avangrid Inc,USA,NYSE,USD,Common Stock,US05351W1036
1322,AGRDF,Minnova Corp,USA,PINK,USD,Common Stock,
1324,AGREF,Argonaut Resources NL,USA,OTCGREY,USD,Common Stock,
1327,AGRI,AgriFORCE  Growing Systems Ltd. Common Shares,USA,NASDAQ,USD,Common Stock,
1328,AGRIP,AgriBank FCB,USA,PINK,USD,Common Stock,US00850L2034
1329,AGRIW,AgriFORCE  Growing Systems Ltd. Warrant,USA,NASDAQ,USD,Common Stock,
1330,AGRO,Adecoagro S.A,USA,NYSE,USD,Common Stock,LU0584671464
1331,AGRPF,Absa Group Limited,USA,OTCGREY,USD,Common Stock,
1332,AGRPY,Absa Group Limited,USA,PINK,USD,Common Stock,US00400T1025
1333,AGRS,Agristar Inc,USA,PINK,USD,Common Stock,US00854C1009
1334,AGRUF,AF Gruppen ASA,USA,OTCGREY,USD,Common Stock,
1335,AGRX,Agile Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US00847L1008
1338,AGS,PlayAGS Inc,USA,NYSE,USD,Common Stock,US72814N1046
1340,AGSM,Stratabound Minerals Corp,USA,PINK,USD,Common Stock,
1341,AGSO,AgriSolar Solutions Inc,USA,PINK,USD,Common Stock,
1343,AGSVF,Argentum Silver Corp,USA,OTCGREY,USD,Common Stock,
1345,AGTAF,Agriterra Limited,USA,OTCGREY,USD,Common Stock,
1346,AGTC,Applied Genetic Technologies Corporation,USA,NASDAQ,USD,Common Stock,US03820J1007
1347,AGTEF,AGTech Holdings Limited,USA,PINK,USD,Common Stock,
1350,AGTI,Agiliti Inc,USA,NYSE,USD,Common Stock,
1352,AGTK,Agritek Holdings Inc,USA,PINK,USD,Common Stock,US00856J2024
1353,AGTT,Angstrom Technologies Inc,USA,OTCCE,USD,Common Stock,
1354,AGTX,Agentix Corp,USA,PINK,USD,Common Stock,
1368,AGX,Argan Inc,USA,NYSE,USD,Common Stock,US04010E1091
1369,AGXKF,Anglo Asian Mining PLC,USA,PINK,USD,Common Stock,
1370,AGXXF,Agilyx AS,USA,PINK,USD,Common Stock,
1373,AGYP,Allied Energy Corporation,USA,PINK,USD,Common Stock,
1374,AGYS,Agilysys Inc,USA,NASDAQ,USD,Common Stock,US00847J1051
1375,AGYTF,Allergy Therapeutics plc,USA,PINK,USD,Common Stock,
1379,AGZNF,Aegean Airlines S.A,USA,PINK,USD,Common Stock,
1380,AHAC,Alpha Healthcare Acquisition Corp,USA,NASDAQ,USD,Common Stock,
1381,AHACU,Alpha Healthcare Acquisition Corp,USA,NASDAQ,USD,Common Stock,US0207512023
1382,AHACW,Alpha Healthcare Acquisition Corp,USA,NASDAQ,USD,Common Stock,
1384,AHAD,Alphacom Holdings Inc,USA,OTCCE,USD,Common Stock,
1385,AHAG,Alpha Technologies Group Inc,USA,PINK,USD,Common Stock,
1386,AHAHF,Design Milk Co Limited,USA,PINK,USD,Common Stock,
1387,AHC,DallasNews Corporation,USA,NYSE,USD,Common Stock,US0012821023
1388,AHCCF,Apollo Healthcare Corp,USA,OTCQX,USD,Common Stock,
1389,AHCHF,Anhui Conch Cement Company Limited,USA,PINK,USD,Common Stock,
1390,AHCHY,Anhui Conch Cement Company Limited,USA,PINK,USD,Common Stock,US0352431045
1391,AHCO,AdaptHealth Corp,USA,NASDAQ,USD,Common Stock,US00653Q1022
1393,AHELF,American Helium Inc,USA,PINK,USD,Common Stock,
1394,AHEXF,Adecco Group AG,USA,PINK,USD,Common Stock,
1395,AHEXY,Adecco Group AG,USA,PINK,USD,Common Stock,US0067542045
1396,AHFCF,Flow Capital Corp,USA,PINK,USD,Common Stock,
1397,AHFD,Active Health Foods Inc,USA,PINK,USD,Common Stock,
1398,AHFI,Absolute Health and Fitness Inc,USA,PINK,USD,Common Stock,
1400,AHGHF,Althea Group Holdings Limited,USA,PINK,USD,Common Stock,
1401,AHGIF,Alternate Health Corp,USA,PINK,USD,Common Stock,CA02090B1022
1404,AHH,Armada Hoffler Properties Inc,USA,NYSE,USD,Common Stock,US04208T1088
1405,AHH-P-A,Armada Hoffler Properties Inc 675 Series A Cumulative Redeemable Perpetual Preferred Stock,USA,NYSE,USD,Preferred Share,
1406,AHH-PA,Armada Hoffler Properties Inc,USA,NYSE,USD,Preferred Share,
1409,AHICF,Asahi Intecc Co. Ltd,USA,OTCGREY,USD,Common Stock,
1414,AHII,American Heritage International Inc,USA,OTCCE,USD,Common Stock,
1418,AHIX,Aluf Holdings Inc,USA,PINK,USD,Common Stock,US0221671003
1420,AHKSF,Asahi Kasei Corporation,USA,PINK,USD,Common Stock,
1421,AHKSY,Asahi Kasei Corporation,USA,PINK,USD,Common Stock,US0434001006
1422,AHL-P-C,Aspen Insurance Holdings Limited 5.95% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Shares,USA,NYSE,USD,Preferred Share,
1423,AHL-P-D,Aspen Insurance Holdings Limited 5.625% Perpetual Non-Cumulative Preference Shares,USA,NYSE,USD,Preferred Share,
1424,AHL-PC,Aspen Insurance Holdings Limited,USA,NYSE,USD,Preferred Share,
1425,AHL-PD,Aspen Insurance Holdings Limited,USA,NYSE,USD,Preferred Share,
1426,AHL-PE,Aspen Insurance Holdings Limited,USA,NYSE,USD,Preferred Share,
1429,AHLD,Atd New Holdings Inc,USA,OTCGREY,USD,Common Stock,
1434,AHNMF,Archon Minerals Limited,USA,PINK,USD,Common Stock,
1435,AHNR,Athena Gold Corporation,USA,OTCQB,USD,Common Stock,
1436,AHODF,Koninklijke Ahold Delhaize N.V,USA,OTCQX,USD,Common Stock,NL0011794037
1437,AHOTF,American Hotel Income Properties REIT LP,USA,OTCQX,USD,Common Stock,
1438,AHPI,Allied Healthcare Products Inc,USA,NASDAQ,USD,Common Stock,US0192222075
1439,AHROQ,AtheroNova Inc,USA,OTCCE,USD,Common Stock,
1443,AHT,Ashford Hospitality Trust Inc,USA,NYSE,USD,Common Stock,US0441038777
1444,AHT-PD,Ashford Hospitality Trust Inc,USA,NYSE,USD,Preferred Share,
1445,AHT-PF,Ashford Hospitality Trust Inc,USA,NYSE,USD,Preferred Share,
1446,AHT-PG,Ashford Hospitality Trust Inc,USA,NYSE,USD,Preferred Share,
1447,AHT-PH,Ashford Hospitality Trust Inc,USA,NYSE,USD,Preferred Share,
1448,AHT-PI,Ashford Hospitality Trust Inc,USA,NYSE,USD,Preferred Share,
1456,AHWSF,Athens Water Supply and Sewerage Company S.A,USA,PINK,USD,Common Stock,
1464,AI,C3.ai Inc,USA,NYSE,USD,Common Stock,US12468P1049
1466,AIABF,AirAsia Group Berhad,USA,PINK,USD,Common Stock,
1467,AIAD,Aiadvertising Inc,USA,PINK,USD,Common Stock,
1470,AIAGF,Aurubis AG,USA,OTCGREY,USD,Common Stock,
1472,AIAGY,Aurubis AG,USA,PINK,USD,Common Stock,
1475,AIAPF,Ascential plc,USA,OTCGREY,USD,Common Stock,
1481,AIBEF,Air Berlin PLC,USA,PINK,USD,Common Stock,
1483,AIBGY,AIB Group plc,USA,PINK,USD,Common Stock,
1487,AIBRF,AIB Group plc,USA,OTCGREY,USD,Common Stock,
1490,AIC,Arlington Asset Investment Corp. 6.75% SR NT 25,USA,NYSE,USD,Common Stock,US0413565021
1491,AICAF,Air China Limited,USA,PINK,USD,Common Stock,
1498,AIDA,Aida Pharmaceuticals Inc,USA,PINK,USD,Common Stock,
